;min_price;max_price;mean_price;std_price;upward_price_variation;spread
2013-03-26;30.79;64.47;38.608;8.722;50.49;33.68
2013-03-27;33.65;109.26;47.032;15.424;92.75;75.61
2013-03-28;33.0;120.16;49.269;20.358;105.92;87.16
2013-03-29;30.98;51.97;38.74;7.286;34.15;20.99
2013-03-30;31.02;50.67;38.958;6.328;32.56;19.65
2013-03-31;15.76;46.3;32.239;9.771;63.39;30.54
2013-04-01;3.2;48.98;24.895;14.127;67.27;45.78
2013-04-02;29.76;109.36;49.051;21.319;113.48;79.6
2013-04-03;31.2;61.94;40.07;9.992;52.45;30.74
2013-04-04;32.3;78.0;48.111;12.859;77.26;45.7
2013-04-05;33.33;88.93;53.452;15.954;72.66;55.6
2013-04-06;32.07;54.2;41.556;7.735;40.08;22.13
2013-04-07;34.06;51.97;40.344;5.896;29.86;17.91
2013-04-08;32.87;90.55;58.414;18.609;93.27;57.68
2013-04-09;32.38;79.23;55.972;15.663;77.83;46.85
2013-04-10;32.1;88.96;57.266;16.974;82.25;56.86
2013-04-11;32.03;79.86;55.386;15.511;74.58;47.83
2013-04-12;30.38;71.07;43.578;12.027;60.17;40.69
2013-04-13;10.84;54.06;28.383;13.31;63.42;43.22
2013-04-14;0.02;35.11;16.108;9.624;48.3;35.09
2013-04-15;10.11;69.87;39.848;18.466;88.73;59.76
2013-04-16;29.84;70.68;43.937;12.064;68.73;40.84
2013-04-17;25.89;61.95;38.263;9.683;53.4;36.06
2013-04-18;10.27;43.34;27.348;11.259;59.56;33.07
2013-04-19;9.15;45.52;31.229;11.523;46.3;36.37
2013-04-20;17.62;39.08;28.18;6.377;45.49;21.46
2013-04-21;7.58;39.51;16.395;10.457;38.6;31.93
2013-04-22;15.45;69.0;40.706;15.24;70.34;53.55
2013-04-23;11.25;49.93;32.576;10.519;55.43;38.68
2013-04-24;27.02;71.23;37.69;10.77;54.9;44.21
2013-04-25;20.01;45.29;32.663;8.018;43.56;25.28
2013-04-26;18.07;41.79;34.129;6.918;30.98;23.72
2013-04-27;17.81;35.08;26.218;6.138;31.05;17.27
2013-04-28;10.09;38.73;23.369;9.676;53.85;28.64
2013-04-29;22.17;52.11;35.594;7.458;41.35;29.94
2013-04-30;21.64;46.79;36.799;7.241;31.33;25.15
2013-05-01;-3.61;28.96;14.196;8.605;39.37;32.57
2013-05-02;9.47;49.92;32.978;11.61;50.22;40.45
2013-05-03;23.17;46.92;35.136;6.912;33.43;23.75
2013-05-04;21.61;38.68;30.489;5.355;30.66;17.07
2013-05-05;10.39;36.35;18.14;9.531;34.94;25.96
2013-05-06;25.7;53.01;39.875;8.174;38.95;27.31
2013-05-07;20.93;48.74;35.719;8.42;34.87;27.81
2013-05-08;17.91;45.03;33.121;8.926;42.91;27.12
2013-05-09;13.69;40.4;24.085;8.715;41.98;26.71
2013-05-10;14.58;42.97;31.575;8.471;42.69;28.39
2013-05-11;11.66;35.89;19.535;7.881;39.25;24.23
2013-05-12;-1.27;33.92;11.492;9.2;43.59;35.19
2013-05-13;12.23;46.16;33.902;12.1;42.74;33.93
2013-05-14;14.42;45.09;34.976;9.14;41.46;30.67
2013-05-15;19.78;45.08;32.934;7.596;45.14;25.3
2013-05-16;21.08;45.64;35.727;7.126;27.4;24.56
2013-05-17;19.23;51.79;36.558;8.913;38.9;32.56
2013-05-18;12.83;37.04;23.607;8.103;37.84;24.21
2013-05-19;7.39;29.67;14.242;7.347;30.13;22.28
2013-05-20;13.09;41.17;27.97;9.579;44.2;28.08
2013-05-21;22.09;59.82;43.013;11.546;58.59;37.73
2013-05-22;20.07;46.2;34.246;7.465;28.95;26.13
2013-05-23;21.18;67.35;45.588;13.652;60.06;46.17
2013-05-24;29.89;70.0;47.038;12.495;51.89;40.11
2013-05-25;28.25;36.65;32.513;2.546;15.18;8.4
2013-05-26;10.9;33.05;21.075;6.879;49.84;22.15
2013-05-27;16.27;59.92;43.475;14.867;59.9;43.65
2013-05-28;29.95;56.61;42.199;7.822;41.65;26.66
2013-05-29;29.02;73.93;49.8;13.376;56.73;44.91
2013-05-30;30.05;42.88;36.53;4.358;21.88;12.83
2013-05-31;13.12;43.61;32.22;9.209;38.21;30.49
2013-06-01;17.67;40.98;29.436;6.455;34.74;23.31
2013-06-02;-2.47;30.0;9.265;9.654;55.81;32.47
2013-06-03;4.82;46.93;31.074;14.862;55.47;42.11
2013-06-04;26.25;59.14;39.002;8.244;44.16;32.89
2013-06-05;28.9;59.95;37.686;9.339;48.08;31.05
2013-06-06;28.26;53.92;35.988;8.207;43.84;25.66
2013-06-07;19.76;50.92;33.81;8.433;42.52;31.16
2013-06-08;11.39;37.37;26.375;7.987;45.34;25.98
2013-06-09;1.94;32.92;14.424;7.936;42.7;30.98
2013-06-10;8.6;45.01;30.265;11.949;54.48;36.41
2013-06-11;16.45;43.58;31.821;9.077;40.59;27.13
2013-06-12;18.91;42.13;31.129;7.042;37.41;23.22
2013-06-13;10.75;40.89;29.08;9.485;42.97;30.14
2013-06-14;11.08;42.37;29.162;10.84;47.34;31.29
2013-06-15;-1.7;29.93;15.44;8.339;46.93;31.63
2013-06-16;-100.03;35.42;-3.326;34.721;143.55;135.45
2013-06-17;25.09;47.86;37.045;7.241;38.65;22.77
2013-06-18;19.1;45.0;33.419;8.557;38.62;25.9
2013-06-19;21.59;46.62;34.492;7.636;37.97;25.03
2013-06-20;22.02;55.07;37.641;10.083;38.78;33.05
2013-06-21;14.73;44.13;30.345;7.885;53.37;29.4
2013-06-22;3.72;26.44;15.923;6.87;35.4;22.72
2013-06-23;-0.03;34.95;11.825;10.524;44.2;34.98
2013-06-24;14.98;49.51;33.522;10.117;38.69;34.53
2013-06-25;20.07;49.76;34.049;8.698;32.5;29.69
2013-06-26;11.99;40.94;29.699;8.402;45.71;28.95
2013-06-27;19.33;51.4;38.005;10.3;43.8;32.07
2013-06-28;19.45;43.99;33.588;7.109;31.31;24.54
2013-06-29;21.07;34.82;27.956;3.639;22.26;13.75
2013-06-30;7.94;36.36;16.539;9.258;28.74;28.42
2013-07-01;16.75;45.94;31.692;9.956;45.01;29.19
2013-07-02;25.84;48.54;37.594;7.161;37.6;22.7
2013-07-03;19.39;63.24;40.413;12.86;46.32;43.85
2013-07-04;26.72;58.32;41.2;10.152;42.05;31.6
2013-07-05;25.88;47.94;34.406;6.77;33.51;22.06
2013-07-06;17.16;31.92;26.238;4.912;25.21;14.76
2013-07-07;7.03;31.33;18.558;7.821;32.32;24.3
2013-07-08;20.04;43.96;33.039;6.322;42.71;23.92
2013-07-09;21.07;47.99;36.586;9.189;41.71;26.92
2013-07-10;23.49;43.87;33.062;5.482;33.8;20.38
2013-07-11;25.96;47.95;37.103;7.589;39.19;21.99
2013-07-12;25.08;43.61;35.138;5.939;35.35;18.53
2013-07-13;26.0;38.32;31.937;2.958;20.03;12.32
2013-07-14;8.99;38.38;20.297;8.332;34.86;29.39
2013-07-15;28.28;49.17;38.268;6.611;34.0;20.89
2013-07-16;29.12;57.23;41.724;8.605;44.51;28.11
2013-07-17;31.1;59.49;46.855;10.017;45.72;28.39
2013-07-18;31.06;57.24;44.19;8.931;41.74;26.18
2013-07-19;29.4;52.74;37.026;6.456;36.01;23.34
2013-07-20;21.98;36.91;31.62;4.671;21.88;14.93
2013-07-21;13.9;40.95;25.864;7.559;31.71;27.05
2013-07-22;23.87;55.52;42.465;9.622;41.39;31.65
2013-07-23;29.77;55.56;46.878;9.807;38.2;25.79
2013-07-24;29.04;65.35;51.024;12.671;57.25;36.31
2013-07-25;30.05;65.06;50.512;12.359;70.27;35.01
2013-07-26;30.49;54.0;43.005;7.621;37.67;23.51
2013-07-27;20.92;40.55;33.228;5.029;30.18;19.63
2013-07-28;14.29;37.65;22.509;7.611;23.47;23.36
2013-07-29;27.95;60.74;45.59;10.963;38.21;32.79
2013-07-30;25.11;47.14;37.195;6.648;40.64;22.03
2013-07-31;18.93;46.66;33.91;8.537;37.0;27.73
2013-08-01;27.61;49.92;39.859;6.893;34.98;22.31
2013-08-02;28.91;47.94;36.684;5.952;36.54;19.03
2013-08-03;22.27;42.86;30.911;6.076;33.06;20.59
2013-08-04;21.93;48.63;30.517;7.469;32.54;26.7
2013-08-05;28.97;54.74;43.749;8.663;37.44;25.77
2013-08-06;23.08;46.06;36.998;7.828;31.06;22.98
2013-08-07;26.14;54.91;39.402;8.297;31.75;28.77
2013-08-08;25.7;47.91;37.768;7.239;28.19;22.21
2013-08-09;28.08;51.03;39.941;7.465;34.0;22.95
2013-08-10;14.31;40.3;29.227;7.934;41.55;25.99
2013-08-11;5.96;37.89;18.395;9.083;42.33;31.93
2013-08-12;14.94;55.0;36.701;10.549;53.0;40.06
2013-08-13;29.21;52.86;36.75;7.034;35.94;23.65
2013-08-14;23.06;48.85;32.869;7.165;41.12;25.79
2013-08-15;24.56;47.11;32.765;7.481;42.07;22.55
2013-08-16;25.08;48.1;36.575;6.825;38.87;23.02
2013-08-17;27.87;38.81;32.055;3.393;18.57;10.94
2013-08-18;13.52;38.29;23.235;8.127;29.45;24.77
2013-08-19;30.29;130.27;56.135;23.725;107.24;99.98
2013-08-20;28.46;55.06;43.267;9.637;37.57;26.6
2013-08-21;28.9;60.55;44.307;9.761;45.76;31.65
2013-08-22;29.69;57.63;47.15;9.542;37.78;27.94
2013-08-23;30.17;61.62;45.943;9.726;38.07;31.45
2013-08-24;23.02;37.81;30.302;4.333;24.38;14.79
2013-08-25;17.68;35.5;26.02;5.728;33.91;17.82
2013-08-26;18.81;59.34;44.058;13.679;47.23;40.53
2013-08-27;29.92;63.09;50.022;11.292;38.71;33.17
2013-08-28;30.38;66.66;52.698;12.168;50.85;36.28
2013-08-29;30.75;70.0;53.092;12.271;47.79;39.25
2013-08-30;30.86;57.16;45.205;8.909;42.37;26.3
2013-08-31;26.1;41.81;32.65;3.901;20.99;15.71
2013-09-01;18.49;40.23;27.358;5.956;33.94;21.74
2013-09-02;21.54;49.33;32.855;8.386;46.12;27.79
2013-09-03;25.22;66.69;49.115;13.817;51.98;41.47
2013-09-04;31.09;77.68;53.067;13.592;59.05;46.59
2013-09-05;30.17;64.32;46.046;12.053;62.63;34.15
2013-09-06;29.09;55.85;39.431;9.618;53.0;26.76
2013-09-07;29.8;49.27;37.315;6.09;35.63;19.47
2013-09-08;23.08;44.9;30.238;5.666;32.05;21.82
2013-09-09;20.68;67.86;47.004;14.644;64.7;47.18
2013-09-10;27.37;61.31;47.886;12.537;44.19;33.94
2013-09-11;25.66;60.49;48.232;13.47;43.71;34.83
2013-09-12;26.19;66.18;50.289;13.605;49.49;39.99
2013-09-13;25.91;64.51;48.649;13.178;49.04;38.6
2013-09-14;24.49;46.22;35.428;6.209;35.05;21.73
2013-09-15;12.05;43.06;27.358;9.024;45.42;31.01
2013-09-16;5.83;69.36;41.222;18.164;70.01;63.53
2013-09-17;21.11;57.43;36.459;10.653;56.85;36.32
2013-09-18;15.31;65.22;46.958;17.429;60.16;49.91
2013-09-19;22.45;65.39;47.499;14.26;62.42;42.94
2013-09-20;22.16;70.21;50.242;15.566;66.65;48.05
2013-09-21;26.67;53.0;36.202;7.525;43.07;26.33
2013-09-22;14.26;39.37;26.282;6.43;36.41;25.11
2013-09-23;9.84;67.45;39.695;18.706;88.36;57.61
2013-09-24;26.88;74.72;51.567;14.299;67.94;47.84
2013-09-25;30.84;76.7;54.955;14.35;57.01;45.86
2013-09-26;29.79;74.82;54.333;14.642;59.84;45.03
2013-09-27;33.0;69.99;52.533;12.429;58.61;36.99
2013-09-28;29.56;52.21;37.178;5.632;32.56;22.65
2013-09-29;-0.07;40.44;19.178;11.115;52.67;40.51
2013-09-30;13.16;63.34;36.79;15.243;77.48;50.18
2013-10-01;29.83;76.94;48.401;14.501;84.62;47.11
2013-10-02;24.27;64.38;37.185;12.814;74.34;40.11
2013-10-03;0.16;53.6;28.547;14.195;83.19;53.44
2013-10-04;14.26;66.15;38.415;14.297;74.51;51.89
2013-10-05;25.08;50.16;35.757;6.773;34.28;25.08
2013-10-06;18.1;56.28;33.493;9.032;47.06;38.18
2013-10-07;26.84;79.13;54.999;15.769;67.15;52.29
2013-10-08;32.87;76.7;52.146;12.683;57.43;43.83
2013-10-09;30.39;72.85;52.817;14.709;55.71;42.46
2013-10-10;30.25;85.84;53.82;15.273;69.17;55.59
2013-10-11;28.83;64.62;40.84;12.188;48.74;35.79
2013-10-12;27.55;64.2;35.358;8.833;48.74;36.65
2013-10-13;24.35;47.06;31.14;6.244;37.95;22.71
2013-10-14;19.75;70.06;43.675;15.126;64.43;50.31
2013-10-15;28.33;82.22;49.299;15.267;69.5;53.89
2013-10-16;28.72;70.18;50.291;15.392;59.3;41.46
2013-10-17;11.84;60.82;31.572;11.162;55.13;48.98
2013-10-18;7.62;60.53;37.133;16.69;70.98;52.91
2013-10-19;20.04;43.93;28.579;5.517;37.56;23.89
2013-10-20;0.05;50.06;24.409;13.403;68.94;50.01
2013-10-21;12.73;70.49;44.498;15.63;72.77;57.76
2013-10-22;21.7;57.91;37.79;11.227;54.72;36.21
2013-10-23;12.77;47.16;32.804;10.409;48.65;34.39
2013-10-24;15.19;84.94;40.302;16.352;94.43;69.75
2013-10-25;25.58;59.55;39.317;9.279;49.98;33.97
2013-10-26;19.62;45.99;28.993;8.237;57.64;26.37
2013-10-27;-24.0;30.39;11.886;9.689;27.65;54.39
2013-10-28;-49.06;39.81;19.898;20.681;128.01;88.87
2013-10-29;4.6;63.97;30.502;15.126;68.48;59.37
2013-10-30;25.05;80.74;38.764;13.994;70.88;55.69
2013-10-31;29.48;62.95;36.55;8.662;46.92;33.47
2013-11-01;22.42;41.62;32.618;5.11;29.33;19.2
2013-11-02;11.64;48.38;28.856;11.082;42.54;36.74
2013-11-03;1.43;23.73;11.32;6.191;33.09;22.3
2013-11-04;6.58;45.99;28.35;12.84;53.4;39.41
2013-11-05;18.33;63.97;35.951;12.471;54.39;45.64
2013-11-06;6.99;65.39;32.028;13.541;68.32;58.4
2013-11-07;10.57;79.94;35.283;17.098;71.48;69.37
2013-11-08;25.42;73.71;46.012;14.187;56.02;48.29
2013-11-09;12.91;40.07;23.959;9.007;44.58;27.16
2013-11-10;2.0;39.56;22.595;12.565;52.04;37.56
2013-11-11;14.85;63.5;40.661;14.47;60.79;48.65
2013-11-12;18.02;105.34;47.15;21.88;111.08;87.32
2013-11-13;27.57;99.93;47.483;17.044;79.17;72.36
2013-11-14;29.14;90.45;48.855;15.614;69.19;61.31
2013-11-15;31.31;66.7;47.331;13.145;51.07;35.39
2013-11-16;30.43;52.99;35.032;6.546;25.6;22.56
2013-11-17;27.26;58.04;36.27;8.489;39.91;30.78
2013-11-18;29.08;80.13;44.88;12.789;62.94;51.05
2013-11-19;29.99;94.95;52.44;18.471;77.41;64.96
2013-11-20;29.24;84.96;49.534;15.775;62.04;55.72
2013-11-21;29.96;94.26;53.913;19.18;70.69;64.3
2013-11-22;29.77;73.39;48.944;14.42;60.95;43.62
2013-11-23;29.84;66.97;42.956;12.322;61.89;37.13
2013-11-24;14.41;36.98;30.032;6.18;32.52;22.57
2013-11-25;24.68;84.19;45.602;16.658;85.75;59.51
2013-11-26;29.75;114.32;54.39;22.927;101.42;84.57
2013-11-27;29.12;82.45;44.275;14.611;78.72;53.33
2013-11-28;14.79;59.65;39.11;12.517;63.8;44.86
2013-11-29;22.36;69.27;37.386;12.694;51.35;46.91
2013-11-30;11.9;65.0;33.251;14.897;55.39;53.1
2013-12-01;12.59;36.85;28.038;7.012;31.15;24.26
2013-12-02;30.44;116.53;57.468;22.247;107.82;86.09
2013-12-03;31.41;105.04;55.129;21.402;101.27;73.63
2013-12-04;29.11;86.55;47.879;15.496;87.86;57.44
2013-12-05;14.35;55.99;34.319;9.849;52.08;41.64
2013-12-06;9.91;57.26;30.785;14.258;63.62;47.35
2013-12-07;7.63;77.87;32.479;20.7;71.19;70.24
2013-12-08;8.6;43.62;32.29;7.938;26.79;35.02
2013-12-09;0.36;94.3;38.708;24.956;99.17;93.94
2013-12-10;33.18;93.1;62.018;20.504;90.3;59.92
2013-12-11;32.07;103.08;62.887;22.308;84.36;71.01
2013-12-12;32.32;104.55;61.91;21.588;103.32;72.23
2013-12-13;30.67;101.07;62.654;22.458;96.24;70.4
2013-12-14;29.91;61.4;36.785;8.014;37.57;31.49
2013-12-15;0.09;47.11;23.636;12.785;50.31;47.02
2013-12-16;11.91;65.71;36.676;14.031;77.25;53.8
2013-12-17;25.43;105.58;53.213;22.498;104.05;80.15
2013-12-18;29.74;67.59;46.196;13.49;49.77;37.85
2013-12-19;11.81;65.3;34.469;14.467;53.96;53.49
2013-12-20;28.07;62.39;37.463;10.28;47.12;34.32
2013-12-21;9.45;45.46;24.412;9.838;42.59;36.01
2013-12-22;-50.01;28.77;3.637;22.837;127.68;78.78
2013-12-23;-0.05;43.3;24.285;14.416;55.27;43.35
2013-12-24;-62.03;16.39;-6.28;22.188;91.8;78.42
2013-12-25;1.16;44.48;23.704;14.954;55.64;43.32
2013-12-26;19.74;54.96;33.705;9.648;60.24;35.22
2013-12-27;8.45;34.6;23.085;8.054;31.48;26.15
2013-12-28;-4.04;55.0;22.652;17.858;61.03;59.04
2013-12-29;11.11;47.82;27.768;10.179;44.49;36.71
2013-12-30;11.68;51.15;30.268;9.524;50.96;39.47
2013-12-31;11.27;39.91;25.981;8.488;42.18;28.64
2014-01-01;9.49;32.88;17.379;8.13;24.94;23.39
2014-01-02;-0.04;62.33;27.926;17.341;68.16;62.37
2014-01-03;11.67;36.98;27.707;6.607;25.88;25.31
2014-01-04;5.18;43.49;25.367;12.566;41.69;38.31
2014-01-05;10.96;40.13;24.549;9.847;34.22;29.17
2014-01-06;3.98;31.41;22.166;9.312;29.21;27.43
2014-01-07;0.07;54.44;27.517;16.111;58.11;54.37
2014-01-08;11.34;62.96;33.488;14.074;73.44;51.62
2014-01-09;8.26;56.97;31.13;9.57;33.54;48.71
2014-01-10;7.74;55.02;28.312;13.077;51.5;47.28
2014-01-11;11.12;39.89;29.661;6.265;19.9;28.77
2014-01-12;0.04;46.09;19.592;14.969;63.01;46.05
2014-01-13;25.91;64.41;41.945;12.287;53.96;38.5
2014-01-14;29.15;70.68;49.352;15.03;58.42;41.53
2014-01-15;29.54;62.96;45.689;12.406;47.34;33.42
2014-01-16;21.42;52.76;40.751;10.836;39.79;31.34
2014-01-17;19.58;52.75;39.581;10.233;43.76;33.17
2014-01-18;19.07;44.92;31.869;5.508;29.22;25.85
2014-01-19;8.52;44.95;24.692;11.937;50.31;36.43
2014-01-20;13.14;77.99;48.518;19.157;89.91;64.85
2014-01-21;30.29;65.65;49.508;13.39;50.38;35.36
2014-01-22;31.02;80.06;52.683;15.325;65.9;49.04
2014-01-23;31.1;65.1;48.01;13.595;49.88;34.0
2014-01-24;29.99;64.94;50.206;13.479;47.87;34.95
2014-01-25;29.04;48.04;35.322;5.841;35.03;19.0
2014-01-26;13.14;48.33;27.78;10.217;52.8;35.19
2014-01-27;9.8;79.92;38.943;18.912;76.2;70.12
2014-01-28;29.57;57.75;43.202;10.043;50.98;28.18
2014-01-29;28.98;52.96;39.664;9.197;42.98;23.98
2014-01-30;29.11;60.75;43.747;10.618;37.47;31.64
2014-01-31;31.11;66.53;45.852;12.54;53.08;35.42
2014-02-01;17.57;50.02;30.36;7.791;34.07;32.45
2014-02-02;12.56;48.49;27.627;10.451;39.5;35.93
2014-02-03;29.87;72.94;46.775;13.349;52.22;43.07
2014-02-04;28.92;63.99;43.852;10.858;53.27;35.07
2014-02-05;26.86;50.36;35.977;7.337;38.71;23.5
2014-02-06;20.94;66.01;35.885;11.106;60.56;45.07
2014-02-07;12.18;44.0;28.847;8.577;36.7;31.82
2014-02-08;23.6;42.58;27.684;4.1;30.45;18.98
2014-02-09;9.36;36.81;18.652;9.095;38.27;27.45
2014-02-10;21.73;59.94;40.732;12.38;60.9;38.21
2014-02-11;27.86;56.48;38.502;10.737;53.06;28.62
2014-02-12;20.11;55.53;34.318;8.389;46.29;35.42
2014-02-13;8.34;68.92;32.945;16.081;64.3;60.58
2014-02-14;22.45;53.48;34.498;8.748;48.28;31.03
2014-02-15;0.02;39.29;17.269;10.057;57.53;39.27
2014-02-16;-3.77;42.03;14.715;13.662;63.97;45.8
2014-02-17;17.52;82.04;38.859;15.496;82.93;64.52
2014-02-18;28.86;73.68;40.746;11.884;70.44;44.82
2014-02-19;27.67;70.0;43.936;11.428;51.58;42.33
2014-02-20;25.17;48.34;34.935;7.363;35.11;23.17
2014-02-21;19.42;49.96;34.56;9.568;47.94;30.54
2014-02-22;18.67;50.91;28.356;8.481;40.06;32.24
2014-02-23;11.26;40.06;20.896;7.586;35.76;28.8
2014-02-24;13.68;64.95;30.54;13.047;74.17;51.27
2014-02-25;20.29;72.68;34.559;12.609;72.6;52.39
2014-02-26;26.91;72.95;41.34;12.277;62.57;46.04
2014-02-27;29.29;64.96;41.725;9.8;52.42;35.67
2014-02-28;28.03;64.68;41.35;9.895;44.62;36.65
2014-03-01;28.98;63.21;33.575;7.705;43.33;34.23
2014-03-02;23.55;42.62;29.109;3.971;25.81;19.07
2014-03-03;22.14;80.69;38.003;14.455;74.82;58.55
2014-03-04;28.99;79.38;46.831;13.699;64.27;50.39
2014-03-05;29.43;68.37;42.686;11.922;73.7;38.94
2014-03-06;27.78;68.18;39.922;12.265;67.99;40.4
2014-03-07;26.5;49.26;33.432;7.369;44.1;22.76
2014-03-08;15.91;44.12;27.819;6.533;39.85;28.21
2014-03-09;6.2;43.0;18.322;10.748;41.33;36.8
2014-03-10;22.11;75.46;34.515;12.628;73.78;53.35
2014-03-11;24.27;54.1;33.247;8.133;46.3;29.83
2014-03-12;25.15;75.98;35.848;11.705;67.29;50.83
2014-03-13;28.42;75.55;38.5;11.486;70.75;47.13
2014-03-14;18.17;53.95;34.948;8.513;47.09;35.78
2014-03-15;3.95;34.09;14.05;7.693;43.85;30.14
2014-03-16;-60.26;26.49;-4.127;24.904;109.85;86.75
2014-03-17;-12.87;69.94;26.72;18.848;95.82;82.81
2014-03-18;14.54;48.09;32.41;8.622;42.74;33.55
2014-03-19;11.37;50.03;25.006;9.838;67.21;38.66
2014-03-20;7.91;46.15;26.408;10.297;54.06;38.24
2014-03-21;4.92;55.0;27.657;13.046;63.12;50.08
2014-03-22;22.5;45.01;29.574;5.497;28.83;22.51
2014-03-23;16.07;42.06;26.497;7.455;37.98;25.99
2014-03-24;25.08;70.21;37.336;9.435;53.05;45.13
2014-03-25;28.22;80.06;38.589;11.143;69.74;51.84
2014-03-26;27.04;73.04;35.853;10.774;65.01;46.0
2014-03-27;25.0;81.51;33.162;12.148;65.92;56.51
2014-03-28;26.26;70.0;35.421;9.875;61.76;43.74
2014-03-29;22.08;44.59;29.32;5.2;26.87;22.51
2014-03-30;11.16;38.42;25.142;8.081;34.95;27.26
2014-03-31;26.33;56.01;36.562;10.119;56.6;29.68
2014-04-01;27.89;62.19;40.003;10.0;51.21;34.3
2014-04-02;26.28;62.17;38.653;10.821;64.8;35.89
2014-04-03;27.09;52.09;35.008;6.884;37.21;25.0
2014-04-04;24.34;51.91;32.942;7.446;43.3;27.57
2014-04-05;25.8;41.4;30.968;4.523;25.92;15.6
2014-04-06;14.59;34.55;25.438;5.632;25.08;19.96
2014-04-07;22.42;53.05;37.192;9.918;44.77;30.63
2014-04-08;13.37;43.96;27.361;7.236;44.32;30.59
2014-04-09;13.32;48.62;28.382;9.77;56.84;35.3
2014-04-10;22.83;63.98;40.15;11.691;54.69;41.15
2014-04-11;25.66;67.07;40.016;9.904;55.02;41.41
2014-04-12;22.55;34.97;27.753;3.715;21.81;12.42
2014-04-13;-13.49;25.09;13.253;10.195;43.01;38.58
2014-04-14;11.23;41.99;23.9;8.519;51.81;30.76
2014-04-15;12.12;42.32;28.251;9.898;51.58;30.2
2014-04-16;26.13;58.87;34.971;8.861;48.65;32.74
2014-04-17;23.7;51.52;33.178;8.22;51.46;27.82
2014-04-18;21.17;37.98;28.511;5.528;30.38;16.81
2014-04-19;13.21;35.91;26.391;4.724;31.39;22.7
2014-04-20;4.53;25.88;15.162;5.843;27.38;21.35
2014-04-21;12.85;35.14;21.682;7.098;40.71;22.29
2014-04-22;21.71;54.16;36.686;8.732;43.91;32.45
2014-04-23;28.6;50.8;36.865;6.834;42.15;22.2
2014-04-24;28.06;46.73;37.006;4.781;33.63;18.67
2014-04-25;25.11;40.76;33.002;5.161;28.13;15.65
2014-04-26;26.5;38.91;32.107;4.098;21.35;12.41
2014-04-27;15.09;36.97;25.295;5.829;32.69;21.88
2014-04-28;24.1;55.56;41.019;11.032;56.65;31.46
2014-04-29;28.63;50.79;40.193;7.677;33.6;22.16
2014-04-30;28.1;52.26;36.151;6.489;29.12;24.16
2014-05-01;14.0;29.34;22.882;4.981;26.49;15.34
2014-05-02;14.68;37.49;29.257;6.686;31.92;22.81
2014-05-03;20.68;34.02;28.246;4.016;24.32;13.34
2014-05-04;1.15;36.43;17.847;10.678;38.43;35.28
2014-05-05;27.31;48.09;36.202;6.829;38.32;20.78
2014-05-06;23.67;38.94;32.352;4.676;25.06;15.27
2014-05-07;24.46;46.74;34.339;6.218;29.21;22.28
2014-05-08;25.96;47.6;31.337;6.374;33.61;21.64
2014-05-09;15.12;39.09;28.476;6.624;36.16;23.97
2014-05-10;15.27;33.99;21.976;5.685;25.36;18.72
2014-05-11;-65.03;33.63;-2.16;28.646;108.75;98.66
2014-05-12;12.12;42.92;28.971;10.018;45.71;30.8
2014-05-13;26.26;60.13;39.889;9.645;40.24;33.87
2014-05-14;20.51;46.0;32.365;6.936;38.96;25.49
2014-05-15;26.65;55.64;37.682;7.664;36.87;28.99
2014-05-16;24.02;44.96;32.355;5.759;31.05;20.94
2014-05-17;26.04;32.71;29.049;1.946;10.08;6.67
2014-05-18;17.97;34.36;24.771;4.913;26.73;16.39
2014-05-19;26.97;53.46;40.284;8.827;42.4;26.49
2014-05-20;29.02;53.94;40.198;7.732;42.02;24.92
2014-05-21;29.01;52.99;38.559;7.188;37.3;23.98
2014-05-22;15.13;45.17;33.449;8.652;39.43;30.04
2014-05-23;25.13;57.04;39.851;9.172;44.45;31.91
2014-05-24;24.1;33.65;29.345;2.635;14.05;9.55
2014-05-25;13.43;35.92;22.482;7.333;29.09;22.49
2014-05-26;19.63;46.58;36.204;8.134;40.07;26.95
2014-05-27;25.68;50.01;37.45;7.883;28.95;24.33
2014-05-28;22.35;46.26;36.961;7.87;32.93;23.91
2014-05-29;23.92;35.98;29.095;3.094;15.41;12.06
2014-05-30;27.84;45.84;36.592;5.831;27.63;18.0
2014-05-31;15.56;30.91;23.09;4.648;21.75;15.35
2014-06-01;14.01;34.93;20.398;7.529;28.58;20.92
2014-06-02;27.84;43.01;37.035;5.471;27.05;15.17
2014-06-03;28.78;53.15;42.503;8.005;34.34;24.37
2014-06-04;28.69;50.44;38.8;6.551;24.75;21.75
2014-06-05;23.68;40.32;32.304;5.002;26.87;16.64
2014-06-06;25.04;37.98;31.193;3.845;20.0;12.94
2014-06-07;17.38;38.02;26.907;5.368;26.16;20.64
2014-06-08;13.7;34.93;21.758;7.315;25.14;21.23
2014-06-09;18.99;34.16;25.98;4.522;24.77;15.17
2014-06-10;14.88;43.84;33.423;9.614;40.75;28.96
2014-06-11;26.01;49.94;39.05;8.258;30.56;23.93
2014-06-12;25.43;46.68;37.876;7.175;29.41;21.25
2014-06-13;24.41;39.55;30.661;3.934;25.5;15.14
2014-06-14;16.41;29.76;24.218;4.221;22.88;13.35
2014-06-15;9.31;31.42;18.503;6.903;29.63;22.11
2014-06-16;20.9;41.93;32.389;5.843;28.97;21.03
2014-06-17;26.44;52.44;38.72;7.94;33.95;26.0
